月份,發布日期,觀看數,頻道,標題,ID,Video_URL,時長
2026-03,2026-03-09,37,Goldcat Music Design Studio,LOVE猫桜餅,dQdH9LNLBww,https://www.youtube.com/watch?v=dQdH9LNLBww,163.0
2026-03,2026-03-09,28,「誰」 - Topic,偽り持たない朝,8hjoxzUvpIo,https://www.youtube.com/watch?v=8hjoxzUvpIo,93.0
2026-03,2026-03-09,28,無明世界 - Topic,悶絶躄地,sHXVCChj7Y8,https://www.youtube.com/watch?v=sHXVCChj7Y8,120.0
2026-03,2026-03-09,54,TeSpaRu - Topic,アルジェリア 国歌「誓い - قَسَمًا」アラビア語でAI合唱！ (NEUTRINO),B-27Dg77w_c,https://www.youtube.com/watch?v=B-27Dg77w_c,69.0
2026-03,2026-03-09,417,SofiaB - Topic,Nadina,QjWth8SV7tQ,https://www.youtube.com/watch?v=QjWth8SV7tQ,232.0
2026-03,2026-03-09,95,ウエダアオイ - Topic,お偉い小心者様へ,fqy3Y7Jv2mc,https://www.youtube.com/watch?v=fqy3Y7Jv2mc,142.0
2026-03,2026-03-09,12,「誰」 - Topic,デイドリーム,wgJy6kxMVYE,https://www.youtube.com/watch?v=wgJy6kxMVYE,152.0
2026-03,2026-03-09,37,RyuuSan - Topic,不安 フラッシュバック (feat. Kasane Teto),VSsHdFAgHH4,https://www.youtube.com/watch?v=VSsHdFAgHH4,171.0
2026-03,2026-03-09,9,VirtualZounds,Semana (Instrumental),HbDuucsdlxM,https://www.youtube.com/watch?v=HbDuucsdlxM,123.0
2026-03,2026-03-09,238,Hatsune Miku,届かないまま,GbkzOA01kuk,https://www.youtube.com/watch?v=GbkzOA01kuk,196.0
2026-03,2026-03-09,13,「誰」 - Topic,嫌痛,oDKgbVRiegc,https://www.youtube.com/watch?v=oDKgbVRiegc,149.0
2026-03,2026-03-09,16,Jon Beckley Morris - Topic,Blizzard,jDwo0YEMpSc,https://www.youtube.com/watch?v=jDwo0YEMpSc,164.0
2026-03,2026-03-09,7,Platanity,"ねえ 見に行こう (Hey, Let's Go See the Blossoms)",JK7eXxlXOGo,https://www.youtube.com/watch?v=JK7eXxlXOGo,158.0
2026-03,2026-03-09,264,Saya - Topic,コーヒーガール,JuSfjHWkG5s,https://www.youtube.com/watch?v=JuSfjHWkG5s,149.0
2026-03,2026-03-09,14,「誰」 - Topic,ドリームトラベル,-ccPN7ZFWpo,https://www.youtube.com/watch?v=-ccPN7ZFWpo,133.0
2026-03,2026-03-09,57,Keanna Stokes - Topic,Driving Blind,EQqd7TxmCjo,https://www.youtube.com/watch?v=EQqd7TxmCjo,273.0
2026-03,2026-03-09,30,MASAHAMU - Topic,それでも、世界は回っている,RZKzAcv_zMk,https://www.youtube.com/watch?v=RZKzAcv_zMk,293.0
2026-03,2026-03-09,38,stelvio giaquinto,The Biggest Lie,jzTKqmTQO0A,https://www.youtube.com/watch?v=jzTKqmTQO0A,143.0
2026-03,2026-03-09,7,Anna - Topic,風吹けば,v9Ni7QZ_GA0,https://www.youtube.com/watch?v=v9Ni7QZ_GA0,265.0
2026-03,2026-03-09,41,yonaoshi - Topic,いつか (Remix Ver.1.5),HCAXHWYScYw,https://www.youtube.com/watch?v=HCAXHWYScYw,122.0
2026-03,2026-03-09,36,Dora - Topic,名もなき日々への喝采よ,v2lgDj68qUM,https://www.youtube.com/watch?v=v2lgDj68qUM,182.0
2026-03,2026-03-09,17,Jon Beckley Morris - Topic,Thyatera,YGR7XBz8fdM,https://www.youtube.com/watch?v=YGR7XBz8fdM,178.0
2026-03,2026-03-09,87,aijiro. - Topic,ホワイトリリー,n1KPj_xZI18,https://www.youtube.com/watch?v=n1KPj_xZI18,259.0
2026-03,2026-03-09,9,ふじ・まにょ - Topic,かごしま卒園伝説,szvqL8dh0QA,https://www.youtube.com/watch?v=szvqL8dh0QA,164.0
2026-03,2026-03-09,3,Tamagaru,ミラシ,RJZ-GU16Blo,https://www.youtube.com/watch?v=RJZ-GU16Blo,117.0
2026-03,2026-03-09,12,ZMAN. / ゼットマン,アーティストごっこ,tH0IVFjbRb4,https://www.youtube.com/watch?v=tH0IVFjbRb4,174.0
2026-03,2026-03-09,122,meer aza - Topic,Lonely,_U2d1Dnp2MI,https://www.youtube.com/watch?v=_U2d1Dnp2MI,144.0
2026-03,2026-03-09,10,Jon Beckley Morris - Topic,My New Best Baby,GSmFSJXEBz4,https://www.youtube.com/watch?v=GSmFSJXEBz4,143.0
2026-03,2026-03-09,2,ひかり - Hikari -,冬の終わりに咲く光,79536jXMCdE,https://www.youtube.com/watch?v=79536jXMCdE,183.0
2026-03,2026-03-09,308,BARIKAWA!! - Topic,ばり☆YABAii ビックバン,7WFf6e1krHs,https://www.youtube.com/watch?v=7WFf6e1krHs,233.0
2026-03,2026-03-09,5,落合みつを - Topic,紫苑と桔梗 (Live at 新潟県民会館大ホール),3mTK5m3bvTI,https://www.youtube.com/watch?v=3mTK5m3bvTI,157.0
2026-03,2026-03-09,44,Aqua Monkey - Topic,Bored,2pRIyk7_X4s,https://www.youtube.com/watch?v=2pRIyk7_X4s,256.0
2026-03,2026-03-09,10,孔雀 - Topic,あの坂の向こう,DJ00KAhFuC8,https://www.youtube.com/watch?v=DJ00KAhFuC8,326.0
2026-03,2026-03-09,4,落合みつを - Topic,青春の日々,MITOpMvryGw,https://www.youtube.com/watch?v=MITOpMvryGw,298.0
2026-03,2026-03-09,17,Pankaj Roy - Topic,Silent Moon Me,1_cQdqND7kE,https://www.youtube.com/watch?v=1_cQdqND7kE,194.0
2026-03,2026-03-09,2029,Jonas Sterner - Topic,Kung Para Sayo,2HEVvRKFnaE,https://www.youtube.com/watch?v=2HEVvRKFnaE,310.0
2026-03,2026-03-09,2,SYUHALLYHECHIKANN - Topic,拝啓、便器様,0kcPX1qChK4,https://www.youtube.com/watch?v=0kcPX1qChK4,276.0
2026-03,2026-03-09,80,Nøvacore,Harleys In Hawaii (Nightcore Jazz),WvJadyuuB2Y,https://www.youtube.com/watch?v=WvJadyuuB2Y,161.0
2026-03,2026-03-09,13,Caramess - Topic,テト「様」って呼べよ,cXiJ5HhLmnU,https://www.youtube.com/watch?v=cXiJ5HhLmnU,136.0
2026-03,2026-03-09,18,WAKA - Topic,メン・ソウル～いらっしゃいませ～,vpJ8rsUib4g,https://www.youtube.com/watch?v=vpJ8rsUib4g,210.0
2026-03,2026-03-09,0,美百合 - Topic,凛と,5hPwMApUwIo,https://www.youtube.com/watch?v=5hPwMApUwIo,160.0
2026-03,2026-03-09,66,Release - Topic,風にならなくても,18kxDuGHGzk,https://www.youtube.com/watch?v=18kxDuGHGzk,242.0
2026-03,2026-03-09,97,高音質オルゴールコレクション,"Ob-La-Di, Ob-La-Da (オルゴールVer.)",WnE6o5oudA8,https://www.youtube.com/watch?v=WnE6o5oudA8,202.0
2026-03,2026-03-09,149,Emmanuel akhibi - Topic,Beautiful Jesus,10yaSS5M3z0,https://www.youtube.com/watch?v=10yaSS5M3z0,270.0
2026-03,2026-03-09,20,Nøvacore,Careless Whisper (Nightcore Jazz),CfndjoZmZ9c,https://www.youtube.com/watch?v=CfndjoZmZ9c,156.0
2026-03,2026-03-09,52,yamagata seiichiro - Topic,いい日ばかりじゃないよね,GVnQWDLtSA8,https://www.youtube.com/watch?v=GVnQWDLtSA8,251.0
2026-03,2026-03-09,6,Jon Beckley Morris - Topic,Welcome to Dusk,aAYXp8c6QPY,https://www.youtube.com/watch?v=aAYXp8c6QPY,243.0
2026-03,2026-03-09,194,Eddy Seumanutafa - Topic,I'd Love You To Want Me - [ Reggae Cover ],aWgwEEKDay4,https://www.youtube.com/watch?v=aWgwEEKDay4,257.0
2026-03,2026-03-09,10,Java Music - Topic,Edan Rondo (Cover),D-2dsWtnFkc,https://www.youtube.com/watch?v=D-2dsWtnFkc,297.0
2026-03,2026-03-09,4,Carol Martini - Topic,Busy Getting My Heart Broken Again,FFWsBo6cRV4,https://www.youtube.com/watch?v=FFWsBo6cRV4,200.0
2026-03,2026-03-09,19,Release - Topic,ステップ,FiOSF6jhEt0,https://www.youtube.com/watch?v=FiOSF6jhEt0,211.0
2026-03,2026-03-09,91,Iron Reworks - Topic,Italia Starter Pack (Crossover Metal Rework) – J-Ax,w63ykozkbTY,https://www.youtube.com/watch?v=w63ykozkbTY,193.0
2026-03,2026-03-09,30,Release - Topic,Shilly-Shally,AxTBHdaZfUw,https://www.youtube.com/watch?v=AxTBHdaZfUw,189.0
2026-03,2026-03-09,18,Snamon JJ,エコーズ ウイ キャリー (feat. 桜乃そら) [2026 03],7AwQ9UJgVXs,https://www.youtube.com/watch?v=7AwQ9UJgVXs,249.0
2026-03,2026-03-09,5,みるくるず　レオ＆ナミ - Topic,ロミオとジュリエット,CqU0qekNwGM,https://www.youtube.com/watch?v=CqU0qekNwGM,310.0
2026-03,2026-03-09,26,GEKIDEKI - Topic,りくりゅうペア金メダルおめでとう！,iRZvV2kKHrA,https://www.youtube.com/watch?v=iRZvV2kKHrA,202.0
2026-03,2026-03-09,37,yoshiyuki waka - Topic,となりにある光,35q3bOVgczs,https://www.youtube.com/watch?v=35q3bOVgczs,218.0
2026-03,2026-03-09,73,Isaac Downing,Find Your Love (Cover),4epP9_HuWUU,https://www.youtube.com/watch?v=4epP9_HuWUU,210.0
2026-03,2026-03-09,35,Majokko Meimi - Topic,Happy Ending Ever After,TYvBu9V4_aA,https://www.youtube.com/watch?v=TYvBu9V4_aA,205.0
2026-03,2026-03-09,3,yoshiyuki waka - Topic,静かなる対流の風,mW5xntHtL0Q,https://www.youtube.com/watch?v=mW5xntHtL0Q,207.0
2026-03,2026-03-09,15,ZMAN. / ゼットマン,みぞれと涙とエレベータ,1F4VqXElZ7c,https://www.youtube.com/watch?v=1F4VqXElZ7c,130.0
2026-03,2026-03-09,15,Gen,タバスコとイソジン～続き (feat. 知声 & 梵そよぎ),MwbaIAPV6KY,https://www.youtube.com/watch?v=MwbaIAPV6KY,301.0
2026-03,2026-03-09,16,BOTTA_3 - Topic,魂の共鳴,_ZGuOMd8KVQ,https://www.youtube.com/watch?v=_ZGuOMd8KVQ,296.0
2026-03,2026-03-09,14,Clow - Topic,桜プリンセス,E_0KCAjWO6Q,https://www.youtube.com/watch?v=E_0KCAjWO6Q,285.0
2026-03,2026-03-09,8,yasoukyoku - Topic,雨上がりの街灯と水たまり,288ZgtRIDt8,https://www.youtube.com/watch?v=288ZgtRIDt8,140.0
2026-03,2026-03-09,3,MASAHAMU - Topic,ミサイルが降った日,8rsS0rGstwE,https://www.youtube.com/watch?v=8rsS0rGstwE,285.0
2026-03,2026-03-09,38,Release - Topic,きみの名前,vA4QoPN6drs,https://www.youtube.com/watch?v=vA4QoPN6drs,120.0
2026-03,2026-03-09,2,ほし光 - Topic,虚無の中で (feat. ラナ・カシオペア),J_wlhStuUxI,https://www.youtube.com/watch?v=J_wlhStuUxI,253.0
2026-03,2026-03-09,3,IbaraJiu - Topic,スノーホワイトエンジェル (feat. 可不),A9W7s0ekvbM,https://www.youtube.com/watch?v=A9W7s0ekvbM,192.0
2026-03,2026-03-09,137,WAGAKKI ROCK - Topic,この道を貫け,_vb5d_DqF20,https://www.youtube.com/watch?v=_vb5d_DqF20,234.0
2026-03,2026-03-09,12,WAGAKKI ROCK - Topic,手紙,1cGyb2euyCo,https://www.youtube.com/watch?v=1cGyb2euyCo,239.0
2026-03,2026-03-09,27,落合みつを - Topic,ＲＡＩＮＹ ＷＥＤＮＥＳＤＡＹ (Live at 新潟県民会館大ホール),vE9SR87vxPI,https://www.youtube.com/watch?v=vE9SR87vxPI,181.0
2026-03,2026-03-09,9,Hey Stickman Music,砕け！ (Kudake!) - SMASH!,JfdMFyh2qo0,https://www.youtube.com/watch?v=JfdMFyh2qo0,210.0
2026-03,2026-03-09,174,Psalmist Liz - Topic,Glory to the Lamb,fJI6JZN4IM8,https://www.youtube.com/watch?v=fJI6JZN4IM8,354.0
2026-03,2026-03-09,17,Platanity,"未読のまま春になる (Spring, Still Unread)",-BqCp2w2sBY,https://www.youtube.com/watch?v=-BqCp2w2sBY,214.0
2026-03,2026-03-09,46,Keanna Stokes - Topic,Spiders in the Medicine Cabinet,kMCywhNN1o8,https://www.youtube.com/watch?v=kMCywhNN1o8,234.0
2026-03,2026-03-09,30,Pankaj Roy - Topic,Shadowed Bloom Me,ITmshOZWPwQ,https://www.youtube.com/watch?v=ITmshOZWPwQ,165.0
2026-03,2026-03-09,83,Nøvacore,Buttons (Nightcore Jazz),FypJw8Y9Es4,https://www.youtube.com/watch?v=FypJw8Y9Es4,179.0
2026-03,2026-03-09,73,BOTTA_3 - Topic,感情の嵐,PoIRFkrxG0w,https://www.youtube.com/watch?v=PoIRFkrxG0w,245.0
2026-03,2026-03-09,4,yunorayn,When the Stars Remember,LTbip_aVdw4,https://www.youtube.com/watch?v=LTbip_aVdw4,166.0
2026-03,2026-03-09,7,yasoukyoku - Topic,アトラクティング ユー,y2-FSQCaA6Y,https://www.youtube.com/watch?v=y2-FSQCaA6Y,139.0
2026-03,2026-03-09,776,Hatsune Miku,赤い糸,ZELK4vQThSo,https://www.youtube.com/watch?v=ZELK4vQThSo,175.0
2026-03,2026-03-09,4,真綿利 太陽,Harbor Lights,pIliungxzHE,https://www.youtube.com/watch?v=pIliungxzHE,215.0
2026-03,2026-03-09,41,yasoukyoku - Topic,読みかけの本と冷めたココア,4bn8PRjtKeQ,https://www.youtube.com/watch?v=4bn8PRjtKeQ,169.0
2026-03,2026-03-09,2,落合みつを - Topic,欠伸 (Live at 新潟県民会館大ホール),mg9qL_ls5u0,https://www.youtube.com/watch?v=mg9qL_ls5u0,316.0
2026-03,2026-03-09,9,Hey Stickman Music,刻め！ (Kizame!) - ENGRAVE!,ONlYulAnrLQ,https://www.youtube.com/watch?v=ONlYulAnrLQ,262.0
2026-03,2026-03-09,5,yasoukyoku - Topic,夜中のランプ,3Dcj8Ys28R4,https://www.youtube.com/watch?v=3Dcj8Ys28R4,209.0
2026-03,2026-03-09,140,高音質オルゴールコレクション,In My Life (オルゴールVer.),96F2ZHwrQtI,https://www.youtube.com/watch?v=96F2ZHwrQtI,161.0
2026-03,2026-03-09,6,DRIED BONITO - Topic,オンナノコ,K6kmMEbF_s0,https://www.youtube.com/watch?v=K6kmMEbF_s0,218.0
2026-03,2026-03-09,22,TANGO inc. - Topic,生で食べるのが一番だ,MKHAKrhtaqg,https://www.youtube.com/watch?v=MKHAKrhtaqg,226.0
2026-03,2026-03-09,36,kisao - Topic,止まってるのは　　　止まってるのは、私だけかな？,35FNEZswmV8,https://www.youtube.com/watch?v=35FNEZswmV8,342.0
2026-03,2026-03-09,730,Valentina Music,Дъще,ilkpFSAj2mU,https://www.youtube.com/watch?v=ilkpFSAj2mU,202.0
2026-03,2026-03-09,7,AI_mode - Topic,囁くキミの声 ～私 大人になっちゃった？～,-ksCAMe8Wak,https://www.youtube.com/watch?v=-ksCAMe8Wak,44.0
2026-03,2026-03-09,3743,DROK Tunes,The Final Round,yMGkWGfJqq8,https://www.youtube.com/watch?v=yMGkWGfJqq8,340.0
2026-03,2026-03-09,338,Maestro Laye - Topic,Ma Kòrò,26pRa5w7Soo,https://www.youtube.com/watch?v=26pRa5w7Soo,144.0
2026-03,2026-03-09,1,Valerie Enfield - Topic,Sunshine Bop (Instrumental version),k9avK0d0jbY,https://www.youtube.com/watch?v=k9avK0d0jbY,145.0
2026-03,2026-03-09,2,Ishikawa Yorta - Topic,悩める時,dTPuOwaOnww,https://www.youtube.com/watch?v=dTPuOwaOnww,326.0
2026-03,2026-03-09,3,YUKIP.L - Topic,「何者かじゃなくて」,Qr5KKb8x0q4,https://www.youtube.com/watch?v=Qr5KKb8x0q4,162.0
2026-03,2026-03-09,13,WAKA - Topic,サンライズ・ヌードル・いらっしゃい,r0h0hus2rfA,https://www.youtube.com/watch?v=r0h0hus2rfA,260.0
2026-03,2026-03-09,27,Novi Spiro - Topic,Goodbye to You,DjeFZgp-VHI,https://www.youtube.com/watch?v=DjeFZgp-VHI,210.0
2026-03,2026-03-09,6,imoko,いもこの歩幅-Step by Step,kA9_s7wlSJY,https://www.youtube.com/watch?v=kA9_s7wlSJY,126.0
2026-03,2026-03-09,2,yabukara.boy - Topic,Spring Almost Here-ときめき前夜,W9zk6789BMA,https://www.youtube.com/watch?v=W9zk6789BMA,175.0
2026-03,2026-03-09,1,Gzuグズ,竹ノ花が咲く頃,YBi42oZhUV8,https://www.youtube.com/watch?v=YBi42oZhUV8,200.0
2026-03,2026-03-09,2,raamen kaizaa VOX maikeru - Topic,ミステリーパラドクス,SqSiHIsOgqw,https://www.youtube.com/watch?v=SqSiHIsOgqw,198.0
2026-03,2026-03-09,11,BOTTA_3 - Topic,ロジカル・ステップ,LT3tKBxRa7g,https://www.youtube.com/watch?v=LT3tKBxRa7g,211.0
2026-03,2026-03-09,23,STUDIOGANASIS - Topic,眩しい太陽のなかで,tnvg9vtQKdc,https://www.youtube.com/watch?v=tnvg9vtQKdc,180.0
2026-03,2026-03-09,3,Rio Gila - Topic,あなたの美しい顔はいつも,6PzjHBwo9BE,https://www.youtube.com/watch?v=6PzjHBwo9BE,333.0
2026-03,2026-03-09,6,WAGAKKI ROCK - Topic,川は流れ,n7iSinXah54,https://www.youtube.com/watch?v=n7iSinXah54,235.0
2026-03,2026-03-09,3,當麻重工 - Topic,Your Dream (feat. 花隈千冬) (花隈千冬 Version),648PyUdty5c,https://www.youtube.com/watch?v=648PyUdty5c,208.0
2026-03,2026-03-09,3,べルベットナルズ - Topic,スプリングハムズマイネーム,y4enTxa7XEw,https://www.youtube.com/watch?v=y4enTxa7XEw,204.0
2026-03,2026-03-09,20,「誰」 - Topic,燃えゆく世界に雨を,PA-NONozfJY,https://www.youtube.com/watch?v=PA-NONozfJY,97.0
2026-03,2026-03-09,13,Yuma - Topic,孤独の誇り,GskfsfL437k,https://www.youtube.com/watch?v=GskfsfL437k,231.0
2026-03,2026-03-09,17,kapi anison music - Topic,終焉への奔流,aaGxlYR_IJ8,https://www.youtube.com/watch?v=aaGxlYR_IJ8,265.0
2026-03,2026-03-09,15,Embers Project - Topic,Talo Myrskyn Sylissä,vGG0BDjL7ns,https://www.youtube.com/watch?v=vGG0BDjL7ns,313.0
2026-03,2026-03-10,14,朱頭皮炒韭菜-豬頭音樂灶跤,2026-03-10 henry's song - Set the Night on Fire (henry's vocal),tQl8Rcm-zAA,https://www.youtube.com/watch?v=tQl8Rcm-zAA,112.0
2026-03,2026-03-10,30,작심기타,Wind Song - Kotaro Oshio (practice) 2026-03-10,ivBdAS699ro,https://www.youtube.com/watch?v=ivBdAS699ro,281.0
2026-03,2026-03-10,255,Neon Miracle Official,Love You Like a Love Song (Cover),rvIqOzSuxck,https://www.youtube.com/watch?v=rvIqOzSuxck,148.0
2026-03,2026-03-10,44,DJ Hiko,光と影の中に,jiwz3jX6hek,https://www.youtube.com/watch?v=jiwz3jX6hek,249.0
2026-03,2026-03-10,74,Yoshikazu Nagano(ハウディ)のカラオケカバー,白い制服 by ハウディ(2026/03/10),00Ub4c_rHjk,https://www.youtube.com/watch?v=00Ub4c_rHjk,225.0
2026-03,2026-03-10,16,Sugawara2018,ALL BLUES - 2026/03/10,9Z-H3DzePJY,https://www.youtube.com/watch?v=9Z-H3DzePJY,278.0
2026-03,2026-03-10,123,re1,天世,zQPUgN4mlLM,https://www.youtube.com/watch?v=zQPUgN4mlLM,180.0
2026-03,2026-03-10,127,Neon Miracle Official,10 out of 10 (Cover),mkLsYT7fOhw,https://www.youtube.com/watch?v=mkLsYT7fOhw,224.0
2026-03,2026-03-10,11,静描詩家 信和  | 小さな一瞬を、絵と詩と音楽で残す,少しへ伸びる手,RfohiMnz64k,https://www.youtube.com/watch?v=RfohiMnz64k,239.0
2026-03,2026-03-10,57,Release - Topic,ブラヴァード,GcFEbN0ZmDk,https://www.youtube.com/watch?v=GcFEbN0ZmDk,181.0
2026-03,2026-03-10,16,IKP_Riot,あれから,ZejrqfRU6b0,https://www.youtube.com/watch?v=ZejrqfRU6b0,215.0
2026-03,2026-03-10,15,Xana - Topic,別々の春,LMF7D0Ue15o,https://www.youtube.com/watch?v=LMF7D0Ue15o,227.0
2026-03,2026-03-10,442,奇幻セカイ - Topic,BALLOON,InrcLnYXWJE,https://www.youtube.com/watch?v=InrcLnYXWJE,296.0
2026-03,2026-03-10,25,Release - Topic,朧月の夜に,PDoF021D70Y,https://www.youtube.com/watch?v=PDoF021D70Y,263.0
2026-03,2026-03-10,108,Lucas Samuel - Topic,Logo Eu (Cover),sYVmTGHN5UU,https://www.youtube.com/watch?v=sYVmTGHN5UU,271.0
2026-03,2026-03-10,15,SAKURA JAPAN,スパークルハート,pWFRYyO_boY,https://www.youtube.com/watch?v=pWFRYyO_boY,181.0
2026-03,2026-03-10,128,TGTT - Topic,奏想奏愛 (feat. サック),MuCjE6gAEwc,https://www.youtube.com/watch?v=MuCjE6gAEwc,281.0
2026-03,2026-03-10,8,eye AI Musicチャンネル,2026/03/10 Digital Release『Blooming Heart / eye』,X5dzoKZ3SAA,https://www.youtube.com/watch?v=X5dzoKZ3SAA,189.0
2026-03,2026-03-10,8,santa30000 - Topic,戻れない夜,IXSp9kzjdDU,https://www.youtube.com/watch?v=IXSp9kzjdDU,200.0
2026-03,2026-03-10,2,S.A.K.E.,新しい地図,Axe4GFTvQrk,https://www.youtube.com/watch?v=Axe4GFTvQrk,295.0
2026-03,2026-03-10,20,SAKURA JAPAN,ミルクティーガール,pL6gq_7y5Ak,https://www.youtube.com/watch?v=pL6gq_7y5Ak,202.0
2026-03,2026-03-10,5,Lucea - Topic,とけあうひかり,Vi3-1W033Ko,https://www.youtube.com/watch?v=Vi3-1W033Ko,240.0
2026-03,2026-03-10,4,Caramel - Topic,サクラの約束,QGM2QuuXalY,https://www.youtube.com/watch?v=QGM2QuuXalY,180.0
2026-03,2026-03-10,141,moru. - Topic,吉祥寺ペイドリーヴ,-uLTskZEKSg,https://www.youtube.com/watch?v=-uLTskZEKSg,162.0
2026-03,2026-03-10,14,MOTsCHA - Topic,花びらの影,1Bu2Iau7HKU,https://www.youtube.com/watch?v=1Bu2Iau7HKU,337.0
2026-03,2026-03-10,2,milkcafe - Topic,共鳴開始,euewSvtgY2U,https://www.youtube.com/watch?v=euewSvtgY2U,225.0
2026-03,2026-03-10,91,🎃TOiRO大好きっ子倶楽部🎃,2026/03/10　絶世のインペリアルドール『彩掛』ろふとのせんべろ居酒屋　~ 出張松戸編 ~　@ 新松戸FIREBIRD,O5DpKTgEeP4,https://www.youtube.com/watch?v=O5DpKTgEeP4,270.0
2026-03,2026-03-10,3,SAKURA JAPAN,ハニーロック,jconOiTYmPU,https://www.youtube.com/watch?v=jconOiTYmPU,199.0
2026-03,2026-03-10,0,Atheden - Topic,Himerope and Butes,xwz8PI0f0dc,https://www.youtube.com/watch?v=xwz8PI0f0dc,307.0
2026-03,2026-03-10,23,Moonlit Vox,眠れぬ夜のセレナーデ (feat. MAYUA),gXSCKSrPULc,https://www.youtube.com/watch?v=gXSCKSrPULc,186.0
2026-03,2026-03-10,52,RÂN - Topic,BEN BENİM,FkIl5jT14zQ,https://www.youtube.com/watch?v=FkIl5jT14zQ,245.0
2026-03,2026-03-10,14,静描詩家 信和  | 小さな一瞬を、絵と詩と音楽で残す,ありのままを,8BpKAJ78jBI,https://www.youtube.com/watch?v=8BpKAJ78jBI,257.0
2026-03,2026-03-10,4,モニー,いーんじゃない,e4x-7ZwCmZo,https://www.youtube.com/watch?v=e4x-7ZwCmZo,189.0
2026-03,2026-03-10,2,S.A.K.E.,プリズム・サクラ,QttJpg9C-ag,https://www.youtube.com/watch?v=QttJpg9C-ag,259.0
2026-03,2026-03-10,20,心音 recipe - Topic,さくらだより,qMWPPaOPzW0,https://www.youtube.com/watch?v=qMWPPaOPzW0,215.0
2026-03,2026-03-10,23,IKP_Riot,眠たい空,YUvmkXDHAHk,https://www.youtube.com/watch?v=YUvmkXDHAHk,248.0
2026-03,2026-03-10,2,AISE PROJECT - Topic,沈黙の中の情緒 (feat. Haiji),7PwHk8SXDI4,https://www.youtube.com/watch?v=7PwHk8SXDI4,202.0
2026-03,2026-03-10,1,Atheden - Topic,Daphne and Apollo,YwOYZOrDrjk,https://www.youtube.com/watch?v=YwOYZOrDrjk,240.0
2026-03,2026-03-10,124,かっつぁん,月影の誓い,ZjSrYRUr6k0,https://www.youtube.com/watch?v=ZjSrYRUr6k0,242.0
2026-03,2026-03-10,61,novwo - Topic,ホネカワ・スジエモン,aW-a1kn5vnI,https://www.youtube.com/watch?v=aW-a1kn5vnI,214.0
2026-03,2026-03-10,4,ひかり - Hikari -,瓦礫の夜明け,V3Ww_9P0-HI,https://www.youtube.com/watch?v=V3Ww_9P0-HI,370.0
2026-03,2026-03-10,39,Moonlit Vox,星降る夜の夢 (feat. MAYUA),TKCJveRZpGU,https://www.youtube.com/watch?v=TKCJveRZpGU,203.0
2026-03,2026-03-10,34,Tamagaru,無神論者,GHM9yH_vVd8,https://www.youtube.com/watch?v=GHM9yH_vVd8,173.0
2026-03,2026-03-10,270,Neon Miracle Official,Mockingbird (Cover),k00-xWLWBb0,https://www.youtube.com/watch?v=k00-xWLWBb0,166.0
2026-03,2026-03-10,4,rew - Topic,トレモロ,XHjT_FbPtks,https://www.youtube.com/watch?v=XHjT_FbPtks,203.0
2026-03,2026-03-10,4,tukituki - Topic,私は、私！,jf2umbcTKnI,https://www.youtube.com/watch?v=jf2umbcTKnI,250.0
2026-03,2026-03-10,14,葵ちどり,Rinkai,zVwuG85kADI,https://www.youtube.com/watch?v=zVwuG85kADI,213.0
2026-03,2026-03-10,133633,緑黄色社会,Riding the wind,LEGYJmTUqWM,https://www.youtube.com/watch?v=LEGYJmTUqWM,217.0
2026-03,2026-03-10,53,20SI. - Topic,ありがとう～君に贈る歌～,PM1nw5_M42o,https://www.youtube.com/watch?v=PM1nw5_M42o,250.0
2026-03,2026-03-10,5,Lunbi - Topic,誰だお前,_f8wuoiYY6s,https://www.youtube.com/watch?v=_f8wuoiYY6s,280.0
2026-03,2026-03-10,238,RUSTY ROUGE,夜空に溶けて,iwpb3BhnNdM,https://www.youtube.com/watch?v=iwpb3BhnNdM,266.0
2026-03,2026-03-10,56,IKP_Riot,これがすべて,8tPaOYR4zIM,https://www.youtube.com/watch?v=8tPaOYR4zIM,220.0
2026-03,2026-03-10,84,VOID SIGNAL MUSIC,格差証明,IYMOE4hFrrU,https://www.youtube.com/watch?v=IYMOE4hFrrU,159.0
2026-03,2026-03-10,54,金凪 風音 - Topic,凸凹のままで,aWMk_XSag9I,https://www.youtube.com/watch?v=aWMk_XSag9I,215.0
2026-03,2026-03-10,76,ぞーにもち - Topic,夕暮れのブランコ,EqS90v08vCA,https://www.youtube.com/watch?v=EqS90v08vCA,237.0
2026-03,2026-03-10,40,S.A.K.E.,桜の雨,Zy8_umyts7k,https://www.youtube.com/watch?v=Zy8_umyts7k,217.0
2026-03,2026-03-10,8,COOL BOX - Topic,紹介人体ライン,KDxjLs0zlk8,https://www.youtube.com/watch?v=KDxjLs0zlk8,209.0
2026-03,2026-03-10,7,Aki Bansyu - Topic,そういう季節,IoSd-r4ncRw,https://www.youtube.com/watch?v=IoSd-r4ncRw,112.0
2026-03,2026-03-10,65,TeslaCoil - Topic,穴の空いた傘,8yfArxe43YE,https://www.youtube.com/watch?v=8yfArxe43YE,196.0
2026-03,2026-03-10,23,Norah Jane - Topic,There Is No Greater Love,MIefNkt0QpY,https://www.youtube.com/watch?v=MIefNkt0QpY,231.0
2026-03,2026-03-10,26,TAVC City Pop - Topic,夜の花火 (Night Fireworks),cjTfnSxBgh8,https://www.youtube.com/watch?v=cjTfnSxBgh8,213.0
